# Registry of RETRACTED phrasings — consumed by scripts/doc_gates.sh (gate 3).
#
# WHY: a correction ledger that says "this was propagated" is a CLAIM, not evidence.
# On 2026-08-01 the four-rule conflict theorem's retracted scope was still stated on the
# README front page, in TR-1's executive summary, in a figure alt-text, and in the
# CLAIMS_DECIDED row grading it REFUTED — invisible to three review passes precisely
# because TR-2's revision entry asserted the propagation was already done. This file
# makes the ledger self-enforcing: add a row when you retract something, and the gate
# fails if the retracted wording ever reappears.
#
# FORMAT (tab-separated, 3 columns):
#   <retracted fixed string>	<file allowed to narrate the retraction>	<note>
# The allow column is matched as a substring of the "file:line:" prefix, so it exempts
# the document that legitimately quotes the old wording while explaining the retraction.
#
# ADD A ROW EVERY TIME YOU RETRACT OR RESCOPE A PUBLISHED CLAIM.
#
# ============================================================================================
# THE CENSUS RULE (2026-09-02, prose batch B3 — backlog items 151 and 155)
#
# WHY IT IS HERE RATHER THAN IN A FINDING DOCUMENT. Five batches in one night each found a live
# site this registry could not have caught, for five structurally different reasons, and each
# wrote the lesson into its own row note. A lesson recorded five times in five notes is a lesson
# nobody applies at the sixth registration. This file is the one thing a batch is guaranteed to
# open when it registers a row, so the rule lives here and nowhere else. It is written as a
# checklist because that is the only form a later batch can be held to.
#
# THE PROPERTY THE WHOLE RULE DEFENDS: a needle matching nothing is NOT evidence the claim is
# gone. It may be evidence the needle cannot reach it. Every failure below is silent and
# reassuring — the census reports "1 -> 0", GATE 3 prints [ok], GATE 11 confirms the ledger
# entry, and the claim is still published. Every statement in that chain is true.
#
# ---- PART A: WHAT A CENSUS MUST GREP IN ADDITION TO THE REGISTERED WORDING -----------------
# Run all six before reporting a count. Each is a spelling in which the same claim survives.
#
#   A1. THE VALUE, ABBREVIATED. A retired number has spellings. Grep the full integer AND the
#       conventional short form, with and without digit-group commas, in every unit prefix the
#       corpus uses. (P76: one long-form occurrence and four short-form ones in one file, so a
#       grep for the integer EXONERATED it. Two earlier passes had been through that file.)
#
#   A2. THE CLAIM, RE-INFLECTED. Grep the claim's content words, not the registered sentence.
#       An adverb-plus-participle also appears as a hyphenated adjective, a noun phrase and a
#       relative clause. (P69: ten registered needles all spelled one form; the survivor was
#       the hyphenated adjective, and ZERO of the ten matched it when all were run mechanically.)
#
#   A3. CHARACTER VARIANTS. fold_variants() in scripts/doc_gates.sh normalises quotes, three
#       dash forms, the multiplication glyphs, >= and <=, four space widths and digit commas.
#       It deliberately does NOT fold backtick, ellipsis or the approximation glyphs — each a
#       measured decision recorded at the function. Grep the unfolded families by hand.
#
#   A4. THE LINE WRAP. git grep is line-based; GATE 3 flattens the file first. A claim spanning
#       a hard wrap is invisible to the grep that "cleared" it and visible to the gate, which
#       reports it as (spans-lines). Flatten before grepping, or trust the gate over your search.
#       (RP-face5c0c is such a site.)
#
#   A5. THE CORPUS BOUNDARY. GATE 3 sees the tracked *.md set plus reports/evidence/**. It does
#       NOT see .py, .c, .sh, .lean, .tsv or .txt. Grep those separately, ALWAYS, and expect
#       hits — the emitter is where a retracted claim reaches a reader who never opens a
#       document. (RP-40edf278: four roae.py sites. RP-20bac6b5: solve.py:1581 prints the
#       retired framing at run time, four lines below the docstring that withdraws it.)
#
#   A6. THE SAME CLAIM IN ANOTHER AUTHOR'S WORDS. Grep the claim's distinctive proper nouns and
#       its logical SHAPE — a boundary index near a universal negator, a named source near a
#       present-tense assertion — not its words. Needles-per-claim scales with the number of
#       people who ever wrote the claim, not with the number of files. (RP-9854018f: the same
#       universal, live in a second file, sharing NO substring with the first.)
#
# ---- PART B: HOW TO TELL WHEN NO SINGLE NEEDLE CAN COVER A CLAIM ---------------------------
# Any ONE of these is decisive. When one holds, register the sites separately and say in each
# note that it is one of N. Never widen a needle to force the sites into a single row.
#
#   B1. THE LIVE SITES' LONGEST COMMON SUBSTRING IS NOT THE CLAIM. If the shared span is a
#       neutral referent — a commit range, a constraint name, a file path — registering it is a
#       FALSE RETRACTION against wording the project still uses correctly. Measure the shared
#       span before choosing it. (Item 19: one claim, three grammars, three rows.)
#
#   B2. WIDENING WOULD SWALLOW A CORRECT LIVE USE. Test the wider needle FIRST with
#       allow=__none__ and read which files it hits; if any hit is correct prose, the wider
#       needle is dead. Measure, do not reason about it. (P68 measured and REJECTED a covering
#       needle on exactly this ground; RP-b2782ac4's note records a second rejection.)
#
#   B3. THE CLAIM IS NARRATED IN MORE THAN ONE FILE. The allow column holds ONE filename. Two
#       legitimate narrators need two rows, or one narrow needle per narrator. There is no third
#       option, and editing a faithful historical record so that a gate goes green is not one.
#       (RP-20bac6b5's note records the spelling that had to be given up for this reason.)
#
#   B4. WHAT WAS WITHDRAWN IS AN IMPLICATION OVER A TRUE PREMISE. The needle must carry the
#       implication. Registering the premise puts a false retraction on the permanent record
#       and, if a sweep follows the registration, drives correct statements out of the code.
#       (RP-9ef9344b: the premise is asserted correctly in two verifiers and one document.)
#
#   B5. THE SURVIVOR IS OUTSIDE THE CORPUS. No row can reach it. Disclose it by file and line in
#       the row note AND in the ledger entry, and say plainly that the row does not cover it. A
#       row that reads like coverage it does not provide is worse than no row at all.
#
# ---- PART C: WHAT TO REPORT ----------------------------------------------------------------
# A census result is "<before> -> <after>" PLUS which of A1-A6 were actually run. A bare "0 hits"
# is not a census; it is one grep. And a needle must match at least one site at HEAD before it is
# registered: a row whose needle has never matched anything cannot be distinguished, later, from
# a row whose claim was swept — both print [ok] forever.
# ============================================================================================

rather than assuming Lemma 3	__none__	Retracted 2026-09-02 (Codex V2-F42 #3, prose batch P42): documentation/PARITY_ALTERNATION.md and documentation/VERIFY.md both said the checker confirms a pair's parity class is well defined rather than assuming Lemma 3. Well-definedness is that document's Lemma 1 (pairs are parity-homogeneous: popcount(partner(h)) = popcount(h) mod 2, so each pair has a parity class independent of orientation); Lemma 3 is the different transition-parity result that USES the class Lemma 1 establishes. verify.py's own implementation is Lemma 1 verbatim - `all(bin(a).count('1') % 2 == bin(b).count('1') % 2 for a, b in pairs)`. CENSUS CORRECTED UPWARD: the charge named one markdown site and one code site; two markdown sites were live, both fixed here, and the code site (verify.py's docstring, which restates Lemma 1's proof under Lemma 3's name) is queued under the prose lane's code rule.
uniquely satisfied by King Wen across every tested family	__none__	Retracted 2026-09-02 (Codex V2-F12 #1, prose batch P43): documentation/HISTORY.md's null-model batch aggregate said the C1^C2^C3 conjunction picks out King Wen in all seven tested families. TRUE of the six unconditional families and vacuously so -- C1 is 0% in each, so nothing in them reaches the conjunction at all -- and FALSE of the seventh, pair-constrained family, where C1 holds by construction and the joint rate is ~0.305%, about 3.06 million of 10^9. EXECUTED 2026-09-02: python3 scripts/c2c3_joint_null.py -> P(C2^C3|C1) = 0.30478%, +16.7 sigma over the 0.27569% independence product, C2C3_JOINT_NULL=OK, agreeing with the 0.305832% at 10^9 recorded 2026-08-28. CENSUS CORRECTED UPWARD: the charge named the HISTORY.md site alone and there were two -- documentation/SOLVE.md section 'What varies across families' carried the same needle split by bold emphasis, which GATE 3's fold removes, and that page contradicts itself two paragraphs earlier where it publishes the pair-constrained joint rate. Allow column __none__: both corrected sentences scope the claim to the six unconditional families and the four historical orderings, neither contains this needle, and the ledger entry cites RP-79f8f30b rather than quoting the string.
1.86 billion permutations	documentation/HISTORY.md	Rescoped 2026-09-02 (Codex V2-F12 #1, prose batch P43): the null-model roster aggregate. 1.86 billion is 1,860,021,104, the six-unconditional-family total from when --null-random sampled 10^8; that row later went to 10^9 and the aggregate never followed. The current total is 2,760,021,104 = de Bruijn 134,217,728 + Gray orbit 256 + random Gray walks 10^5 + Latin row x column 1,625,702,400 + lexicographic 720 + random 64-permutations 10^9, with the four historical point-tests excluded because they are point-tests and not a family. The 2026-08-30 aggregate correction landed at documentation/SOLVE.md and documentation/GUIDE.md and reached three siblings only today -- CRITIQUE.md, PROJECT_OVERVIEW.md and SOLVE_SUMMARY.md, the last of which was publishing both totals on one page. NOT the figure the adjudication computed: it summed 2,759,921,108 by counting the four historical point-tests as a family and omitting the 10^5 random-Gray walks, 99,996 away from the roster SOLVE.md enumerates; that roster was used rather than re-derived. Allow column is documentation/HISTORY.md and only that file (it does not match PERFORMANCE_HISTORY.md): GUIDE.md records a 2026-08-30 decision that the dated aggregate in HISTORY.md is a correct record of the then-current roster and stays, so it is kept and annotated in place rather than overwritten, and every other file in the corpus is guarded.
finds all orderings	__none__	Retracted 2026-08-28 by Q-353 and propagated 2026-09-02 (Codex V2-F56 #1, prose batch P44). solve.c's own header correction states it plainly: no run has ever enumerated all C1-C5 orderings, because every published enumeration is budgeted per cell, so a record count is a LOWER BOUND over an exactly-reproducible slice. Q-353 swept SOLUTIONS_FORMAT.md, BRANCHES_EXPLAINED.md and SOLVE.md and named those three; CLAUDE.md's opening sentence -- the first substantive line of the file every agent is pointed at first -- was not among them and survived four more days. CENSUS CHECKED IN BOTH DIRECTIONS with a whitespace-flattened, bold-stripped scan over every tracked file, and it CONFIRMS the charge at 2: CLAUDE.md's opener and solve.c:19-20, the latter ten lines below its own correction note. Three near-miss sites are correct prose and are deliberately NOT retracted -- PARTITION_INVARIANCE.md prefixes the phrase 'Under exhaustive enumeration', BRANCHES_EXPLAINED.md states it as the solver's GOAL and immediately denies it has been achieved, and lean/README.md's 'enumerate every ordering' is a finite 120/5040 brute force. This registry row cannot reach the solve.c site: GATE 3's corpus is git ls-files '*.md', so C comments are structurally invisible to it. That half is queued in the private prose-lane follow-ups for the code lane, and is also charge 7 of the same adjudication. Allow column __none__: after the CLAUDE.md fix the wording survives in no tracked .md, and the ledger entry cites RP-309f3fd7 rather than quoting the string.
Enumerates ALL orderings	__none__	Same Q-353 retraction, the original solve.c header wording, registered 2026-09-02 (prose batch P44). It occurs today only inside solve.c's own CORRECTED block, which quotes it in order to withdraw it -- and solve.c is outside GATE 3's markdown corpus, so this row guards against the wording MIGRATING INTO the .md corpus rather than catching a live site. Registered separately from RP-309f3fd7 because the two share no substring and a single fixed-string needle would miss whichever form a future writer chose -- the morphology-evasion lesson of 2026-08-01.
Spot for ALL workloads	documentation/CORRECTIONS.md	Retracted 2026-08-29/2026-08-30 and propagated 2026-09-02 (Codex V2-F56 #2, prose batch P44). CLAUDE.md's blanket 'every VM must be Spot' rule was withdrawn on 2026-08-29 after measurement on the live subscription showed five of seven non-orchestrator VMs were Regular -- the rule was never followed and contradicted DEPLOYMENT.md's standing enumeration=Spot / merge=on-demand split. Three of the four charged sites were repaired in public commits before this batch ran (the mandatory-gate STOP language, the merge-VM paragraph, and the section heading's instructions); the fourth, in CLAUDE.md's Bi-region architecture bullet, was SELF-REFUTING -- it cited as its authority the very section that carries the [CORRECTED 2026-08-29] block retracting the supersession it claimed. CENSUS CHECKED IN BOTH DIRECTIONS over a flattened scan of every tracked file: exactly one live prose site, the rest being dated withdrawal markers in CLAUDE.md, the CORRECTIONS.md ledger, DEPLOYMENT.md's corrected note, and historical rows in CORRECTIONS_INVENTORY.tsv (a .tsv, outside this gate's corpus). Allow column is documentation/CORRECTIONS.md, with the directory prefix deliberate: the ledger is append-only (GATE 10b) and quotes this wording verbatim in the 2026-08-29 entry, so the quotation cannot be removed. The prefix prevents a bare basename from silently exempting a sibling.
The only exception to the Python rule is	__none__	Retracted 2026-09-02 (Codex V2-F56 #3, prose batch P44): CLAUDE.md's single-source-file rule described itself as admitting exactly one Python file outside solve.py. MEASURED against the tree the same day: git ls-files '*.py' returns 20 and git ls-files '*.c' returns 2. The section's later paragraphs license three more (sat.py, verify.py, verify.c), leaving sixteen tracked Python files that no clause of the rule covered -- four of them named elsewhere in CLAUDE.md itself, and five of them listed in tests.py's own trust base. The wording was a DESCRIPTION, not an aspiration ('All Python lives in solve.py. The only exception ... is'), and an agent obeying it literally would have folded scripts/c2c3_joint_null.py into solve.py, destroying the independence that a published 2026-08-28 correction created it to supply. Replaced with an enumerated approved-separates list carrying measured first-tracked dates, plus the retained prohibition on NEW files outside that list. NOT retracted and deliberately so: the same section's 'No new .c or .py files elsewhere' prohibition, which is the part of the rule that still stands. Allow column __none__: the corrected text does not contain this needle and the ledger entry cites RP-e12e4661.
forced, not designed (MCKENNA.md)	__none__	Conditioned 2026-09-02 (Codex V2-F32 #2, prose batch P45): documentation/CIRCULAR_KING_WEN.md asserted McKenna's 3:1 even:odd ratio to be forced in the unconditioned short form, delegating the qualification to MCKENNA.md, which did not carry one. It is forced GIVEN C4 + C5, and C5 is itself extracted from King Wen (SPECIFICATION.md grades it "extracted from KW - King Wen's own multiset"), so the forcing is relative to KW-derived constraints, not to an unconstrained arranger. TR-7 v2.1 made this exact correction on 2026-07-20 (adversarial-review F-14a) and it had reached one of eight sites in four files six weeks later; the four TR-6/PARITY_ALTERNATION siblings landed in prose batch P37 and these are the last three. REGISTERED ON THE SCOPE-BEARING FORM, NOT THE BARE PHRASE, and deliberately: "forced, not designed" is also the CORRECT wording for the C1 family (pure-hexagram pair adjacency, solve.py's trigram_tg5b; TRIGRAM_STRUCTURE.md and lean/README use "not a design choice" the same way), where C1 is classical rather than KW-extracted per SPECIFICATION.md, so a bare needle would false-positive on prose that still stands. It would also fire on reports/TR7_CIRCULAR_READING.md S3, whose bullet headline uses the short form and states "forced given C4 + C5" four lines below it - a page that is correct and was left alone. A green GATE 3 attests the registered STRINGS are absent, not the retracted CLAIM; the claim-shaped check is the proximity gate queued with this batch.
mathematically forced rather than coincidental	__none__	Same 2026-09-02 conditioning (Codex V2-F32 #2, prose batch P45), second site and differently worded: documentation/MCKENNA.md's closing assessment of the 25/75 observation graded the ratio forced without naming C4 + C5 or the KW provenance of C5. Registered separately because a needle built for the CIRCULAR_KING_WEN.md wording could not have seen this one - the twin that kept the class alive. The third site corrected in the same pass is MCKENNA.md's cross-reference table cell for McKenna's Rule (3), which read "Now a theorem"; that two-word cell is deliberately NOT registered - it is too generic to gate on and would ban legitimate future use.
exactly the forward-reachable	__none__	Retracted 2026-09-02 (Codex V2-F38 #1, prose batch P45): documentation/GT_LADDER_FORMAT.md's Stored-domains section described the g-ladder key restriction (last in the elements of the mask's pairs) as an exact characterization of the forward-reachable last values. The same document's "Expected boundary layers" section requires the seed layer n to store ALL 2n pair elements INCLUDING last values no valid prefix ever reaches, and its "What is convention vs derivable" section already called the restriction "pair-elements only" - so the spec contradicted itself, and the parenthetical was the wrong one of the three. The restriction is a SUPERSET relation and the stored set coincides with the forward-reachable set in neither direction: unreachable pair elements are stored at the seed with g = 1 by the empty-suffix convention, while a forward-reachable DEAD END has g = 0 and is skipped. Provenance of the wording: the section heading of roae-private/STAGE_G_FABLE_REVIEW_2026_07_17.md S1.3, whose body says the correct thing. NOT registered on the bare "forward-reachable", which is correct and load-bearing in reports/evidence/f1/FH1_RESIDUAL_DOMINANCE.md and lean/PruneExactness.lean. The identical sentence survives as a solve.c source comment on the v4-compiler branch at 453e1bf, outside GATE 3's markdown corpus and outside this batch's edit scope; it is queued for the code lane.
auto-divided 63,146,544	__none__	Retracted 2026-09-02 (prose batch P46 sibling sweep): documentation/BRANCHES_EXPLAINED.md's node-definition section named the 10T depth-3 auto-divide as 63,146,544. The auto-divide is node_limit / total_branches (solve.c, the divisor block that sets per_branch_node_limit) and at depth 3 total_branches is 158,364, so 10000000000000 / 158364 = 63145664. The wrong value came from the same arithmetic that CANONICAL_HASHES.md's PSB-formula caveat table published and corrected on 2026-09-01; this site did not receive that fix. Registered on the scope-bearing form, NOT on the bare number: 63,146,544 is legitimately narrated in three correction markers (CANONICAL_HASHES.md's caveat block and the two 2026-09-02 markers) and a bare needle would fire on all of them. Recorded in CORRECTIONS.md as RP-32ce2154.
63,146,544 (−13 per cell)	__none__	Retracted 2026-09-02 (prose batch P46 sibling sweep): documentation/DEVELOPMENT.md step 2 of "Reproduce from scratch" gave the 10T auto-divide as 63,146,544 and the shortfall against the recipe PSB 63146557 as 13 nodes per cell. Both digits were wrong and they were wrong together: the floor is 63145664 and the shortfall is 893. Verified twice, by integer division and by the bracket 158364 x 63145664 <= 10^13 < 158364 x 63145665. The instruction the sentence carries is unaffected -- the recipe PSB is still required and still not derivable from the formula. Recorded in CORRECTIONS.md as RP-c7f1960c.
13-node difference in 63 million	__none__	Retracted 2026-09-02 (prose batch P46 sibling sweep): documentation/BRANCHES_EXPLAINED.md offered "a 13-node difference in 63 million (2x10^-7)" as the worked example of how little counter drift breaks a canonical sha. The subtraction behind the 13 was wrong (the true 10T gap is 893, i.e. 1.4x10^-5), and no run was ever cited as having produced a sha from it -- it was an inference, not a measurement. Replaced by the 11.2T case, which IS measured: derived PSB 70723144 vs published 70723196, a 52-node gap, sha 2184bdd8 against the anchor 0c0fe37c, recorded in solve.c's CANONICAL_RECIPES comment. Registered separately from RP-32ce2154 because the two wordings share no substring and four Codex review transcripts quote this one verbatim. Recorded in CORRECTIONS.md as RP-9be4fa60.
9.35× compression	__none__	Retracted 2026-09-02 (Codex V2-F25 #11, prose batch P47): the v2 100T gzip ratio was published at this value in CANONICAL_HASHES.md's frozen-lineage section and again in HISTORY.md's 2026-05-23 entry. It is a unit mismatch -- the 13462264289-byte archive is 12.54 GiB, and dividing the 117 GB decimal logical size by that number reproduces the retired figure. From the published record count the logical size is 3663580914*32+32 = 117234589280 bytes, so the ratio is 8.708x. No sha, record count or archive location was affected; the direction under-allocates compressed storage by ~7%.
the 1000 fsync/sec threshold	__none__	Retracted 2026-09-02 (Codex V2-F25 #10, prose batch P47): CANONICAL_HASHES.md's SOLVE_SKIP_IOPS_CHECK bullet named a fixed single-thread fsync rate as the disk-IOPS gate's criterion. That was the task-#107 design of 2026-05-27, retooled away by task #115 on 2026-05-29 as mis-calibrated (solve.c records HDD 134/sec and Premium P40 218/sec single-threaded, so no managed disk could clear it). The shipped gate compares projected fsync-wait to estimated enum wall and refuses above 0.25; SOLVE_NODE_LIMIT cancels, leaving an aggregate floor of threads/(1.4*batch*0.25) fsync/sec, about 366/sec at 128 threads with batch 1. The retired form was fail-open: a host at 500 aggregate fsync/sec passes the real gate but was told to disable it.
to add a 9th witness	__none__	Retracted 2026-09-02 (Codex V2-F25 #12 and V2-F43 #8, prose batch P47): CANONICAL_HASHES.md's d3 11.2T section said the 2026-06-13 fresh v3 re-derive was archived for this purpose. The wording was written 2026-06-13 as an intention while the run was in flight ('is in flight ... to add a 9th witness') and was closed to the past tense by a 2026-07-04 sweep on the evidence that the 3-point trajectory analysis had consumed the run -- evidence of completion, not of a sha match. No sha attestation for the run is published anywhere in the tracked corpus and it has no Archives row, so it is not counted. The section's witness count is now the data-row count of its own table.
0.2% at matched node	__none__	Retracted 2026-09-02 (prose batch P64). PASS1_TRAJECTORY_DETERMINISM.md's headline was corrected on 2026-09-01 -- its own seven-row comparison table refutes the tighter envelope it had claimed, and only two of the seven rows meet it while the first misses by 165x. The correction did not travel: documentation/HISTORY.md's April-24 trajectory-match paragraph still carried the retired envelope in this shape a day later. Corrected form is the table-supported one, already live at documentation/README.md: agreement is under 1% from 1e11 to 1e13, with the 1e10 row a startup transient. Allow column __none__: this needle does NOT match the source report's own narration, which reads 'at every matched node count' -- the extra word is what separates the live claim from the retraction note, and GATE 3's fold strips the bold but not that word. VERIFIED at registration: before the fix this needle matched documentation/HISTORY.md and nothing else in the tracked corpus.
trajectory to <0.2%	__none__	Retracted 2026-09-02 (prose batch P64). Second shape of the same 2026-09-01 correction, in HISTORY.md's findings-directory index line, which had reformatted the figure into a superscript node range. Registered separately because a single needle would have missed one of the two sites: the census technique that found it was grepping for the RETIRED VALUE rather than the defect's shape, since a site that has reformatted a wrong number no longer looks wrong. VERIFIED at registration: before the fix this needle matched documentation/HISTORY.md and nothing else. NOTE the sibling figure that is NOT retracted -- the ~0.2% / ~0.5% new-cell contributions in the 3-point scaling trajectory are a different measurement entirely and stand.
same source commit and search budget	__none__	Retracted 2026-09-02 (Codex V2-F22 #5, prose batch P70): CAMPAIGN_METHODOLOGY.md section 1 item 4 stated the byte-identical-reproducibility contract over a two-element tuple, omitting partition depth. SOLVE_DEPTH is sha-determining and defaults to 2 silently, so a reader planning a reproduction from that list alone enumerates the d2 partition and can never match a d3 sha; CANONICAL_HASHES.md publishes distinct d3 and d2 canonicals at the identical 10T node limit, which is only possible if depth is in the tuple. The same defect at the "Why budget matters" tuple was fixed 2026-09-01 and the item-4 site was not swept, although the charge named both. Corrected form is the four-element tuple already live at the other site: source commit, partition depth, global node limit, per-sub-branch limit. VERIFIED at registration: under GATE 3's own fold this needle matched documentation/CAMPAIGN_METHODOLOGY.md and nothing else in the tracked corpus. Registered on the full clause rather than the bare words "search budget", which are legitimate everywhere. Recorded in CORRECTIONS.md as RP-60bf9367.
costing ~22 min per pass	__none__	Retracted 2026-09-02 (Codex V2-F22 #7, prose batch P70): HISTORY.md's 2026-06-10/11 analyze-VM-sizing entry printed a per-pass disk time that does not follow from the two factors stated in the same sentence. 336808703936 bytes at the ~450 MB/s the entry itself names is 748 s, i.e. about 12.5 min; the retired figure implies ~255 MB/s, so one of the two published numbers had to be wrong and it was this one. Not a projection -- a division. The dependent "~3 h on D32" was withdrawn rather than re-derived, since it rested on the retired figure and no D32 analyze run at 560T was ever executed. The 2026-09-01 pass that corrected the twin figure in CAMPAIGN_METHODOLOGY.md rule 8 located this site and recorded it as "reported, not edited"; this closes that handoff. Registered on the verb-bearing clause, NOT on the bare figure, because CAMPAIGN_METHODOLOGY.md's own correction marker legitimately quotes the number in a different wording and a bare needle would fire on it. Recorded in CORRECTIONS.md as RP-a8eb3931.
$5/h × 1.5h = $7.50	__none__	Retracted 2026-09-02 (Codex V2-F22 #7, prose batch P70): the same HISTORY.md entry priced a 560T analyze run by multiplying an hourly rate by a wall figure that was, eight lines below in that entry, a projection the measurement refuted. The post-rewrite D128 analyze run completed in 13631 s (3 h 47 m), so at the stated rate the run cost about $18.93 -- roughly 2.5x the retired product. The comparison it fed ("D128 costs marginally more but finishes sooner than D32") is withdrawn rather than rescaled, because the D32 half has no measured wall at any scale. Registered separately from RP-a8eb3931 rather than folded into one needle: the two retired values share no substring, sit in different sentences, and a single needle would have caught only one of them. The neighbouring projection "Projected total wall on D128: ~1.5 h" is deliberately NOT retracted -- it is correctly labelled as a projection and is the primary evidence CAMPAIGN_METHODOLOGY.md rule 8 cites for its own correction. Recorded in CORRECTIONS.md as RP-dd27f0bf.
compares each measure to appropriate null	__none__	Retracted 2026-09-02 (Codex V2-F49 #11, prose batch P71): ROAE_PY_CLI.md's DESCRIPTION promised an affirmative act -- a null comparison for EVERY one of the 29 measures -- that the same document's NOTES section already withdrew twelve lines from its own end, where the quantifier is the correct one. CRITIQUE.md settles it: trigram transition matrices are ruled descriptive only (~1 expected observation per cell, so no goodness-of-fit test has power), windowed entropy is exploratory visualization with no null and no significance test, and the 64x64 Hamming matrix is a fixed property of the 6-bit encoding, identical under any ordering, so a null over orderings is not even meaningful for it. Corrected form scopes the promise to where a null comparison is meaningful and names the descriptive-only sections. Registered on the verb-bearing clause rather than on the words 'null models', which are legitimate throughout the corpus. VERIFIED at registration under GATE 3's own fold: 1 hit in ROAE_PY_CLI.md before the fix, 0 corpus-wide after. Recorded in CORRECTIONS.md as RP-01d32a30.
is deterministic for analyses without Monte Carlo content	__none__	Retracted 2026-09-02 (Codex V2-F49 #9, prose batch P71): ROAE_PY_CLI.md's DESCRIPTION named three sections as the Monte Carlo set. The code says twelve of the 29 call _reseed(), and a thirteenth section builds its own random.Random. MEASURED at retraction: --seed 1 vs --seed 2 gives visibly different output for --palindromes, --canons, --entropy, --path, --markov, --mutual-info, --neighborhoods and --recurrence, none of which the retired sentence covered. A reader pinning --seed for 'the Monte Carlo analyses' therefore left eight demonstrably randomized sections unpinned believing them closed-form. Corrected form gives the count and routes to the code-derived census. Registered separately from the REPRODUCIBILITY-section shape below: the two sites share no substring and one needle would have caught only one of them. VERIFIED at registration under GATE 3's own fold: 1 hit before, 0 corpus-wide after. Recorded in CORRECTIONS.md as RP-0b8a8eab.
are fully deterministic - output depends only on the King Wen sequence	__none__	Retracted 2026-09-02 (Codex V2-F49 #9, prose batch P71): the second site of the same defect, in ROAE_PY_CLI.md's REPRODUCIBILITY section, whose deterministic list included --complements and --trigrams. print_complements runs a 10000-shuffle null model (_reseed(10)) and print_trigrams runs three 10000-trial permutation nulls off a private random.Random(42). The mechanism claim is the falsehood: those outputs are functions of RNG draws, not of the King Wen sequence alone. --complements happens to be byte-identical across seeds because its one-decimal summary concentrates -- empirical concentration at the current print precision, which one added decimal or a smaller trial count would break silently. Corrected form replaces the two-way split with the three-way one the code supports (12 seed-honouring, 1 internally pinned, 16 closed-form) and publishes an executable awk census. VERIFIED at registration under GATE 3's own fold: 1 hit before, 0 corpus-wide after. Recorded in CORRECTIONS.md as RP-7f2b1c58.
every predicate of a fixed, pre-registered grammar	__none__	Retracted 2026-09-02 (Codex V2-F49 #6, prose batch P71): ROAE_PY_CLI.md described the U2 search grammar with a term that, everywhere else in this project, denotes a hash-escrowed artifact. It is not one. PREREGISTRATION_ESCROW.md's table of ten has no grammar or U2 row, and the grammar is absent from that page's own itemized list of frozen pre-registrations it does NOT escrow -- so it is not a known omission either. The freeze is code-self-attested: roae.py asserts the grammar sizes at startup, in the same file that defines the grammar. Corrected form says frozen in code and self-attested, states that no external escrow artifact exists, and contrasts it with the --prereg-h1h3 spec, which does have a row. Registered on the enumerates-clause rather than on the bare words 'pre-registered grammar', which also occur in roae.py's --help text (outside this gate's markdown corpus) and are flagged in CORRECTIONS.md as a code-owned sibling this batch did not own. VERIFIED at registration under GATE 3's own fold: 1 hit before, 0 corpus-wide after. Recorded in CORRECTIONS.md as RP-b0f4f882.
2026-03 28-section coverage stabilized	__none__	Retracted 2026-09-02 (Codex V2-F49 #14, prose batch P71): ROAE_PY_CLI.md's HISTORY dated the analysis-section buildout to a month in which this repository has ZERO commits. The date census jumps 2025-08-09 to 2026-04-06; the buildout lands at 37065808 on 2026-04-06 ('Add hexagram names, trigram analysis, spark lines, Monte Carlo, and CLI flags', 24 commits that day) and the 29th section, --parity, at 7d84ffe5 on 2026-05-19. Corrected form redates from git and cites both commits. VERIFIED at registration under GATE 3's own fold: 1 hit before, 0 corpus-wide after. NOTE the sibling that is NOT retracted -- CITATIONS.md and HISTORY.md carry legitimate unrelated 2026-03 dates (a publication date, a Microsoft Learn SKU date), which is why this needle carries its full clause. Recorded in CORRECTIONS.md as RP-44ddcb59.
Pre-2026 initial 6-round adversarial scientific review	__none__	Retracted 2026-09-02 (Codex V2-F49 #14, prose batch P71): ROAE_PY_CLI.md's HISTORY credited a pre-2026 review with surfacing the trigram name swap bug. The trigram-names code did not exist until 37065808 on 2026-04-06 and the swap was fixed the next day at dc489e8c; a review cannot have surfaced a defect in code that had not been written. The claim is not impossible on its face -- the repository does begin 2025-07-11 -- but only six commits predate 2026-04 and none touches trigram names, XOR or null-model framing, and HISTORY.md frames the whole phase as 'Prelude -- Before April 10, 2026'. The other three items the bullet credits date the same way: 5494ebac 2026-04-09 (complement-distance direction), 32bf7bf5 2026-04-08 and d149bb70 2026-04-09 (XOR as theorem). Corrected form dates the review to early April 2026 and cites each commit. VERIFIED at registration under GATE 3's own fold: 1 hit before, 0 corpus-wide after. Recorded in CORRECTIONS.md as RP-2bfae150.
