id	date	class	matched	source	document	line	text
GIT-d7d6ef	2026-08-01	C1	withdrawn	git	57c260dc	-	lens sweep q-methods-tr4: adjudicate 8 findings in METHODS / SOLVE_SUMMARY / CANONICAL_HASHES Each verified at its file:line first. All are documentation-text corrections; no count, sha, CI or certificate changes. SOLVE_SUMMARY (T2-4, T2-5, T4-11) - Title read "How the King Wen Sequence Was Built" - a historical-process claim the page's own "What we can and cannot say" section disowns. Now "I [...truncated]
GIT-21cd7a88	2026-08-01	C2	propagates	git	96c1e069	-	TR-4 executive summary: carry the option-C self-correction framing at first contact Propagates decision #23 into the report that owns the claim. TR-4's Abstract already said the Uniqueness Conjecture was "this project's own early working hypothesis" (:29), but the EXECUTIVE SUMMARY -- which is where a reader meets the claim first -- carried only the attribution scope without the self-correction. T [...truncated]
GIT-1ed76af5	2026-08-01	C3	correction	git	a8ed31f0	-	README: implement decision #23 option C — lead with the refutation, framed as self-correction Operator decided option C. There was no blocker: what had been declined was one specific draft edit, and I wrongly recorded that as the ITEM being blocked -- the same defect class as the tracker-status finding logged earlier today, a recorded state that was not true. All four requirements from DECISION_2 [...truncated]
GIT-11b20feb	2026-08-01	C3	correction	git	bdbd710d	-	example/: REGENERATE from roae.py instead of hand-editing the output Operator correction, and it was right: I fixed the C8/nuclear defects at the roae.py source AND separately string-patched the four shipped artifacts. Two independent routes to the same text is precisely how a generated file drifts from its generator -- the defect class this whole sweep exists to catch, and I committed an instance [...truncated]
GIT-20b91025	2026-08-01	C1	retraction	git	dbba77da	-	example/ + roae.py: the C8 block contradicted our own proven theorem — corrected at source Adjudicated from the overnight seven-unit sweep (finding C-1/C-2), both verified at file:line and re-derived independently before any edit. Both are PRE-EXISTING, not self-inflicted. C-1. roae.py:2783-2784 published: "the prior for wrap-around distance ... is uniform -> P(odd) ~ 40%, so the weak form elimin [...truncated]
GIT-25df0955	2026-08-01	C1	retracted	git	d99b467c	-	Self-test round 2: fix my own assertions, and register the spelling that slipped both gates Three of five gates "did not fire". Diagnosing each showed two distinct causes, one mine and one real. MINE — GATE 1 is report-only (`return 0`) and only inspects integers of >=12 digits. Asserting a non-zero exit was wrong twice over: it can never exit non-zero, and the number I mutated has 10 digits so t [...truncated]
GIT-32744c33	2026-08-01	C1	retracted	git	5b514c43	-	doc_gates --selftest: mutation-test the gates, because none had ever been seen to fail Mitigation for the concern that roughly half of 2026-08-01's findings were defects in artifacts built that same day. These seven gates had never been observed to FIRE. GATE 7 was VACUOUS on the day it was written -- its suppression list contained "budget", and the stale table it was built for has a "Budget" colu [...truncated]
GIT-2964f06d	2026-08-01	C3	correction	git	e2b4a398	-	doc_gates GATE 7: frozen run status + runs named after budgets they never reached Mechanises the class the operator's correction exposed: PASS1_TRAJECTORY_ DETERMINISM.md carried "1000T (in flight)" and "and growing" for three months in a doc listed under "Stable paper-citable findings", and correcting the tense alone still left the run NAMED after a budget it never reached. Two checks: - a pres [...truncated]
GIT-18f0945c	2026-08-01	C3	correction	git	3ebb4978	-	PASS1: no 1000T single-branch run was ever completed — correct the label, not just the tense Operator correction: "we never did a single branch 1000T run." Verified against HISTORY.md and the operator is right in the way that matters. My earlier fix this session caught the stale "in flight" status and recorded the stop at ~154T, but left the row LABELLED "Fresh 1000T" and left two other sentences [...truncated]
GIT-2958d671	2026-04-24	C2	propagated	git	667715af	-	PASS1_TRAJECTORY_DETERMINISM: correct a three-month-stale "in flight" status Stale-status sweep (defect class C5, one of the four classes with no mechanical gate). The data table described the second run as "1000T (in flight)" with "3,666 lines and growing" -- a snapshot taken 2026-04-24 and left in the present tense ever since, in a document CLAUDE.md lists under "Stable paper-citable findings". [...truncated]
GIT-2bf10118	2026-07-11	C3	correction	git	ec952cb6	-	METHODS/TR-10/CRITIQUE: disclose that the trigarray global-ledger verdict is Bonferroni-specific Statistics-methodology review finding F3, adjudicated and confirmed. The published sentence "NO published verdict differs between them" is scoped to the three Bonferroni DENOMINATORS (91/89/82) and is true as tested — but it says nothing about the correction FAMILY, and that choice is not neutral. Und [...truncated]
GIT-2b0356c6	2026-08-01	C1	retracted	git	8f165437	-	doc_gates: remove the example/ exclusion — exempt a construction, never a container I wrote 'grep -v ^example/' into all three registry-driven gates, so 12 tracked files were outside every doc gate by construction. That is a CONTAINER-level exemption — the same shape that let the retracted 'hard floor k >= 13' survive in TR-4's body while TR-4's changelog narrated the retraction. Gates now cover [...truncated]
GIT-3100a492	2026-08-01	C2	propagation	git	00d3c7d7	-	ccn4: derive REQ from solve.py + add the expect-UNSAT negative gate (SAT review A6) The four-rule conflict theorem's UNSAT rests ENTIRELY on the ccn4 conjunct ({parity, rhythm, gender} is jointly SAT — the grand-strict witness exists). And ccn4 was the one rule with hand-written face values and a single gate: ccn4-kwtest -> SAT, i.e. "King Wen satisfies it". A SAT-expected gate cannot detect an ov [...truncated]
GIT-359f0702	2026-08-01	C3	transcription	git	76d553af	-	Lean-layer re-review (#45): METHODS defined C5 as a THEOREM's conclusion, vacating the theorem Fable's Lean pass. 5 findings, each adjudicated at its file:line. The first is the one that matters. F3 — reports/METHODS.md defined C5 as "the multiset of the 31 between-pair boundary Hamming distances ... {1:2, 2:8, 3:13, 4:7, 6:1}". SPECIFICATION.md §C5 — which METHODS itself names as the source of f [...truncated]
GIT-f980347	2026-08-02	C3	corrected	git	a15c6ddc	-	SAT-layer re-review (#45): a certificate checker that never checked C1, plus scope and a date error of mine Fable re-reviewed the SAT layer end-to-end. 12 findings; adjudicated each at its file:line before acting. The four that matter: A1 (HIGH) — verify_all.sh §3b asserted `sorted(seq) == range(64)` and labelled it "# C1, C4". That is permutation-ness, not C1. C1 is the PAIRING predicate (s_{i+1 [...truncated]
GIT-2e301dbf	2026-08-01	C3	corrected	git	0a30d9d8	-	SOLVE.md sweep, part 2: a halved-convention number and two unscoped uniqueness claims Continuing through the 734 lines both prior passes skipped. 1. Complement-distance convention, inconsistent INSIDE one document. SOLVE.md uses 776 fifteen times and 388 once. 388 is exactly 776/2 — the halved `Sigma_pairs` convention that METHODS.md §C3 explicitly corrected on 2026-08-01 ("the sum runs [...truncated]
GIT-26919865	2026-07-02	C4	hedged	git	9bcb5456	-	SOLVE.md + SOLVE_SUMMARY: the largest unswept surface still listed the project's headline result as an OPEN QUESTION Both prior review passes declared documentation/SOLVE.md unreached, so I swept it. It was worse than a coverage gap. SOLVE.md §"Open questions" #1 still read "Is King Wen the unique solution? ... this doesn't prove uniqueness. A targeted search could answer this definitively." That [...truncated]
GIT-12a7a4da	2026-08-01	C1	retract	git	05e6cc40	-	Clear the remaining sweep findings: B3, B5, B6, B8, B9, A12 - B6 (CLI drift): five live verify.py flags were absent from VERIFY.md, which presents itself as the flag reference — including --unpinned and --check-c2-shift, both cited as reproduction commands in SPECIFICATION and SOLVE_SUMMARY. A reader following those citations had no entry to follow. All five documented; the flag surface is [...truncated]
GIT-3a1b390b	2026-08-01	C2	propagation	git	7f834375	-	A-2 DECIDED: delete the "floor" label rather than qualify it again (TR-4 v1.16) The operator left this to my judgement. My call: the word goes. A floor is a lower bound on k. Deriving one needs the maximum single-boundary information gain over ALL boundaries and ALL conditioning contexts. Five samples along one greedy path bound no such supremum — which TR-4 v1.15's own point (ii) already said in [...truncated]
GIT-22d04a5b	2026-08-01	C1	withdrawing	git	39187517	-	B-1/B-2/B-3 resolved by research — including withdrawing an attribution error I made All three items I had queued as "needs the operator" were research questions, not decisions. Resolved without input. B-1 — WITHDRAWN, my error. Yesterday's Meyer "recovery" cited two properties as retrievable evidence for MEYER's prior art: the within-pair even-distance fact, and "sixteen instances of an odd inte [...truncated]
GIT-2fc64a23	2026-08-01	C2	mislabelled	git	2e5717ab	-	A-1 RESOLVED: --sat-c4 pinned an orientation King Wen itself does not satisfy The overnight review flagged --sat-c4 as possibly mislabelled OR miscoded. Read the encoder: it is miscoded. _sat_var(i, p) is documented "position i (0-63), hexagram p (0-63)", so p is the raw hexagram value. The C4 block emitted _sat_var(0, 0) — hexagram 0 is KUN (000000) — with partner[0] = 63 (Qian) at position 1. T [...truncated]
GIT-1efdeb5	2026-08-01	C1	retracted	git	305ccdb3	-	Phase 2 leg 2 + Phase 4: 24 findings adjudicated, 17 fixed — incl. 8 in my own fixes (#37) The Opus leg ran the same charge as the Fable leg plus Phase 4 (re-verify the fix diff). It found 15 defects in tonight's own commits and 9 fresh elsewhere. The verdict on my work is worse than last round, and in a specific way. MY FIXES BROKE OR MISSED (Phase 4): - TR-4:203 still read "the hard floor k >= [...truncated]
GIT-326a79cf	2026-08-01	C1	withdrawn	git	546aac7e	-	doc_gates: GATE 6 — figure generators, because rendered figure text is ungreppable Tonight a withdrawn claim ("hard floor k >= 13") was found RENDERED in a published figure, having survived every gate. The reason is structural, not an oversight: matplotlib converts text to glyph paths, so the SVG holds 0 <text> elements and 920 <use> refs. The sentence is plainly visible to a reader and completely [...truncated]
GIT-2ff1a48a	2026-07-16	C1	retraction	git	8391b32d	-	Phase 2/3 of the cross-critique sweep: 17 findings adjudicated, 14 fixed (#37) Fable ran PHASE 2 of ADVERSARIAL_REVIEW_PROTOCOL against the TR suite and core docs under the verbatim error-hunt charge. I adjudicated each finding rather than accepting the self-grade (PHASE 3), verifying every one at its file:line before acting. Fourteen were real and are fixed here. The uncomfortable part: FOUR of [...truncated]
GIT-a636be9	2026-07-30	C3	transcription	git	e69105e2	-	A9: derive verify.py's pair-orbit partition instead of trusting a copied table The A2 coverage audit (2026-07-30) closed CLEAN but recorded "one nick": verify.py's `_ORBITS` — the orbit partition of the 31 free pairs that the whole reduced-rung machinery indexes into — was transcribed by hand from TR-11 §3. That is the same weakness the record path had and A3 just fixed: a table the verifier trus [...truncated]
GIT-2a2b1e2c	2026-08-01	C3	correction	git	23ece53d	-	CITATIONS: recover the Meyer attribution — print source found, correcting my own over-statement Earlier today I flagged Meyer 1998 as "an attribution we can no longer independently re-verify" after finding the URL 404 with zero Wayback captures. That was too pessimistic, and a web search settled it: the SOURCE is gone, the SUBSTANCE is not. Meyer's canonical treatment of this material is "The Mat [...truncated]
GIT-1023c774	2026-07-22	C1	retraction	git	45047e92	-	HISTORY: close the 2026-07-22 → 08-01 gap (11 days, incl. the Theorem-6 retraction) HISTORY.md's last narrative section was 2026-07-18/21, leaving the whole second-instrument program, the forced-orientation retraction, the Lean native_decide elimination, the prior-art sweep closure, the three-pass review arc, and the two self-retractions of 2026-08-01 unrecorded. For a project whose value rests on [...truncated]
GIT-38542af6	2026-07-26	C1	retraction	git	19c23270	-	A3: the independent records verifier had drifted from SPECIFICATION — 3 fixes An adversarial audit asked one narrow question of `verify.py solutions.bin`: for each of C1-C5, is the predicate the code tests logically EQUIVALENT to the formal statement in SPECIFICATION.md? Three defects, in the instrument itself. 1. BLOCKING — C4 was only half-checked. Spec C4 is two conjuncts (s0 = 63 AND s1 = [...truncated]
GIT-3a233647	2026-08-01	C1	withdrawn	git	d66d3ec0	-	Floor relabelled heuristic (Option A) + observable-ledger scope disclosure & counting rule THE FLOOR (TR-4 -> v1.15). The "hard information-theoretic floor k >= 13" claim is withdrawn and relabelled an observed-rate extrapolation. Both defects are established from already-published data — no new computation, no code change: (i) the divisor 10.38 is asserted to be "the maximum single-boundary gai [...truncated]
GIT-2902f56	2026-08-01	C1	retracted	git	5c1fc21c	-	Phase-4 fix-diff re-verification: fix 9 findings the fixes themselves introduced An independent regression pass over the last 15 commits found that the fix batch introduced new defects — including two fresh instances of the exact class this whole cycle was correcting (a ledger asserting a propagation that did not happen). All fixed: INTRODUCED BY THE FIXES - D1 README: the new equivariance-ceilin [...truncated]
GIT-316bf642	2026-08-01	C3	rounding	git	e8777838	-	#40: final NITs — C3 notation, log2 rounding, cost range, prefix convention, changelog order - METHODS:16 wrote C3 as `Sum_pairs |dpos| <= 776`; it is a sum over all 64 hexagrams (which is what makes 776/64 = 12.125 the stated mean). A sum over 32 pairs would halve it. Notation corrected to `Sum_{v in H} |pos(v) - pos(v-bar)|`. - TR-9 -> v1.17: 4.5437 -> 4.5438 bits (log2 23.325025987 = 4.5438 [...truncated]
GIT-117ce186	2026-07-26	C4	caveat	git	2811ee9b	-	#39: document the 14 undocumented CLI flags; doc gates now fully PASS Gate 2 (scripts/doc_gates.sh cli) failed with 14 flags live in code but absent from their CLI reference. All are now documented FROM THE CODE (implementations read; nothing executed), and all four code/doc pairs report [ok]. - ROAE_PY_CLI (+104): new "Grammar search & pre-registered tests" section. --grammar-search gets a ful [...truncated]
GIT-235f2ef7	2026-08-01	C2	mis-scoped	git	c5f0d5be	-	Define the legacy "C1+C2+C3" shorthand; correct my own mis-scoped parenthetical Task #38(B), resolved FROM THE CODE rather than from doc prose. solve.c:865: `long long solutions_c3; /* "C3-valid" = passed ALL constraints (C1-C5), not just C3 */` — the counter is named c3 but means "passed everything". So solve.c's console strings ("YES (C1+C2+C3)", "under the C1+C2+C3 filter") and the older doc [...truncated]
GIT-11880a91	2026-08-01	C1	retracted	git	576deeb2	-	scripts/doc_gates.sh: three mechanical documentation-integrity gates The code layer has hard gates (canonical sha, compile gate, tests.py, DRAT certs); the doc layer had none, so doc-level defects depended on review luck. On 2026-08-01 two full adversarial AI review passes cleared the repo and a third found ~20 real defects — including a retracted claim still stated on the README front page, invis [...truncated]
GIT-29c6410b	2026-07-02	C2	propagated	git	1fe28afb	-	#40: apply 7 verified calibration findings (arithmetic + consistency corrections) All verified against the live repo before editing; all narrow-or-neutral corrections, none changes a measurement or verdict. - SEARCH_SPACE_SIZE: undercount magnitude "~20 orders" -> "~25 orders" (log10(2.09e40)=40.3 vs 1e14-1e15 = 25.3-26.3; TR-4 §3 already said ~25). - SEARCH_SPACE_SIZE: "mean 10.07" -> "mean 10 [...truncated]
GIT-2d787d13	2026-08-01	C1	retraction	git	fb356a93	-	Propagate the conflict-theorem scope retraction (TR-2 v1.18) — front page was overclaiming Found by the 2026-08-01 cross-model calibration review (both Fable and Opus-5 legs run blind on a seeded copy). TR-2 v1.18 (2026-07-30) retracted the four-rule conflict theorem's pairing-preserving (C1-only) scope as UNEARNED: the DRAT certificate establishes it at C1nC2nC4nC5 scope, because the shared CNF b [...truncated]
GIT-1104d973	2026-08-01	C1	retraction	git	5d68c21d	-	Fix 7 real defects found by the 2026-08-01 seeded-defect calibration review The calibration pass (a blind adversarial review of a seeded copy) surfaced real defects in main that Passes 1 and 2 both missed. All verified against the live repo before fixing; each is a correction toward accuracy, none changes a measurement. - CITATIONS §priority-ceded (x2): "the completed exact enumeration under C1-C [...truncated]
GIT-143b6134	2026-08-01	C1	retraction	git	90bde0e3	-	Merge pre-codex-fixes-20260801: Pass-2 review fixes + readability + F1-F6 decisions Pre-codex hardening batch (operator-directed, all docs/lean — zero solve.c change): - Pass-2 fresh-eyes review adjudicated: F3 (Lean header), F5 (record-level twins), F9 (exact-count independence residual), F10 (TR-1 consistency-check). - Readability pass: README 'What was found' + intros rewritten (numbers/hedge [...truncated]
GIT-4bb9c7c	2026-07-26	C1	retraction	git	0986e578	-	Decisions #3/#4/#5/#6: vendor Lean proofs, propagate retraction, ceiling headline, TR-1 changelog - #3 (F2): vendor PruneExactness / PruneGInvariance / RecordConvention.lean from v4-canonical into lean/ (zero-import, self-contained, no sorry/axiom/admit) so the tag is self-auditable; lean/README disclosure updated from "off-tree" to "vendored in". - #4: BRANCHES_EXPLAINED — orientation "forced [...truncated]
GIT-13332a37	2026-07-26	C1	retraction	git	09f42226	-	#36 readability pass: front-facing intro docs (clarity-only, numbers/claims preserved) Fable readability pass on the reader-facing intros. Verified: every load-bearing number, sha, %, and scope label is preserved (presence-checked in the new files); edits are prose/structure only. Folds in Pass-2 review items F5/F9/F10. - README.md: intro split into short sentences; "What was found" bullets rewri [...truncated]
GIT-3b373ab0	2026-07-31	C4	qualifier	git	f72b46c7	-	reports/README: version-gap note + TR-5 row trust-base qualifier (Pass-1 flagged #2/#3) - Versioning policy: note that skipped version numbers are suite-wide alignment bumps, not deleted rows (so a reviewer doesn't read gaps as tampering). - TR-5 index row: add 'prose-proven with machine-checked finite parts' qualifier matching TR-5 §3 and lean/README (index row previously stated only the theo [...truncated]
GIT-903296c	2026-07-27	C1	retracted	git	fbff056d	-	Pass-1 self-hardening: apply verified low-risk fixes (2 items held for operator) Informed Fable self-hardening review (pre-codex Pass 1); Opus-verified subset applied. Each factual correction checked against source before commit. Trust-base / Lean (verified vs source): - lean/README + TrigramTheorems + SYMMETRY_SEARCH: native_decide span corrected §4a -> §4a–§6 (TG-3/4/5 subgroup facts + §6 san [...truncated]
GIT-2b1d396c	2026-07-31	C3	superseded	git	40f0f5b1	-	Audit fixes (novelty-gate #20, batch 1): TR-10 Dai-Sike + threshold, CRITIQUE ~83, README scope, TR-12 refs Wording/label-level, no measured number changes. TR-10: Dai Sike (1978) is Davis's own Chinese name (self-citation, not a distinct prior author); the <10^-4 candidate threshold is inherited 'as F4'', not restated in frozen commit 2d19a3f. CRITIQUE: annotate the stale '~83' running count (sup [...truncated]
GIT-78ea7cd	2026-07-31	C3	corrected	git	51fec056	-	Restore kernel-only claims (TR5 v2.4 / TR6 v1.7) + Track B attribution Post-merge, authoritative #print axioms on a clean build confirms KingWen/C3/C1RuleConstants kernel-only ([propext]/[propext,Quot.sound], no native_decide). TR5 §3 + TR6 §3 restored to kernel-only, with the one honest exception disclosed: Automorphism.applyPerm_pcomp_bool (kernel decide OOMs >29 GB) + its bridge + the four twen [...truncated]
GIT-2c357b6a	2026-04-20	C1	withdraw	git	2e674c33	-	Round-2 fix batch: withdraw the circular joint-KDE headline; scope the 'not damage' chain; recipe, registry, and framing corrections (docs only) Wave-2 #1 (circularity): the joint-KDE headline (rank <1e-5 / ~12,800x density deficit) is WITHDRAWN as evidence - 5 of 7 KDE dimensions were KW-referencing. Replaced with the honest de-circularized result (KW joint percentile ~30%, distributionally unrem [...truncated]
GIT-10111966	2026-07-20	C1	retract	git	4910107b	-	Retract false 'Theorem 6' (forced orientation); land the true complement Z2 symmetry theorem (proof-audit F1 + F2-F5) F1 (CRITICAL): the 'forced orientation' Theorem 6 was FALSE. Replacement, machine-checked in lean/KingWen.lean (kernel-only, no native_decide): comp (x -> x XOR 63) is an exact symmetry of C1^C2^C3^C5, broken only by the ORIENTED form of C4 (comp_symmetry_c1_c2_c3_c5, c4ok_breaks_u [...truncated]
GIT-28410bc7	2026-07-26	C1	retracted	git	fde58528	-	Wave-1 hardening fixes: 3-loop audit packet (repro/circularity/citation, 2026-07-26) Doc + lean-comment fixes from the operator-approved consolidated fix packet (Tier-1 #1/#4/#5, Tier-2 #6-#10, Tier-3 currency nits). No code files touched; no result changed. - DEVELOPMENT 10T walkthrough: current canonical sha b85c8871/706,427,594 + required SOLVE_PER_SUB_BRANCH_LIMIT=63146557 (deprecated f7b8c [...truncated]
GIT-1116ea7	2026-07-25	C3	consistency	git	a9aa3e7e	-	consistency: 8 drift fixes (F1-F3, D1-D5) from the 2026-07-25 cross-doc sweep - F1 TR-9: C3-conditional "positional, outside the DP state" -> bounded-state design exists (C3 = 16 + 8*G), barrier is cost (TR-11 §10(ii)). - F2 SPEC + SOLVE: "exact confirmation pending" on the 3.9% percentile -> would require the cost-ruled-out full-scale exact-C3 computation. - F3 TR-11 exec summary + abstract, [...truncated]
GIT-7109859	2026-07-25	C2	re-scoped	git	b5bcff7c	-	land verify.c IE engine + Route B caveat-drop cascade (single->two-instrument for |C1∩C2∩C4∩C5|) - verify.c: add --ie-count (signed inclusion-exclusion transfer-walk over free-pair subsets, DP state (last,budget), no mask; 3x Miller-Rabin-proven 63-bit prime passes + CRT; startup-re-verified 24-perm subset-enumeration lemma; Spot-safe chunk checkpointing) and --ie-probe. 960+/3- on base abcb [...truncated]
GIT-2d2e6109	2026-07-25	C4	hedges	git	251b0a05	-	docs: light promotional-tone pass (fresh-eyes weakness 4) — soften self-superlatives Fresh-eyes review flagged titles/summaries leaning promotional ('secondary citation strips the hedges'). Softened the self-ranking superlatives it named: 'the sharpest demonstration [in the project]' -> 'a stark demonstration' (README + TR-7); 'the most striking result' -> 'a central result' (SOLVE_SUMMARY). Left [...truncated]
GIT-1c9f0b37	2026-07-25	C3	consistency	git	abcb243c	-	docs: cascade C2 unpinned-rarity = exact 4.29341% to TR-9 + DESCRIPTION_LENGTH Consistency with the SPECIFICATION.md update: both docs said the C1-only (start- unpinned) C2 fraction 'remains an estimate' — now false. Updated §2 bodies to the exact 4.29341% (solve --f1-exact-c1c2, 3-prime CRT, orbit-0 anchored to 2·|C1∩C2∩C4|) + new TR-9 v1.13 changelog row. The pinned 4.2872% and all bit values un [...truncated]
GIT-12aaf1b3	2026-07-25	C4	caveat	git	48a9b00b	-	docs(SPECIFICATION): C2 unpinned rarity now exact (4.29341%, was MC ~4.3%) The 'Null model caveat' figure for KW's C2 rarity with the start UNPINNED is upgraded from the sampled ~4.3% to the exact 4.29341% (1 in 23.29), reproducible via the new --f1-exact-c1c2 CRT mode. A measured value, not a constraint definition — no code implements it (C1-C5 axioms unchanged). Consistent with the pinned exact [...truncated]
GIT-26adb1e1	2026-07-25	C3	correction	git	4365e1f0	-	docs(DESCRIPTION_LENGTH): fix drop-C3 residual wording to match TR-9 Line 55 said 'dropping circular C3, data-like C6/C7 -> ~126.6 bits', which is self-contradictory: 126.6 is the C3-RETAINED value (its own table row, C1nC2nC3nC4nC5 = 1.3287e38); dropping C3 gives 129.7 (the C1nC2nC4nC5 = 1.097e39 row). TR-9 already carries this correction (v-note: '126.6 retains C3's cut; dropping C3 too gives 12 [...truncated]
GIT-21cb3c89	2026-07-25	C3	consistency	git	98957568	-	docs(README): front-page exact-count headline now carries the single-instrument caveat The 1.097e39 exact |C1∩C2∩C4∩C5| headline was the sole front-page claim less hedged than its interiors — every interior (METHODS, CLAIMS_DECIDED, TR-4/9/11 §10(vi), SEARCH_SPACE, VERIFY.md) already tags it single-instrument. Front page now matches: mod-24/ladder-corroborated, not independently recomputed at full [...truncated]
GIT-356d7cfd	2026-07-22	C3	consistency	git	677c80dd	-	solve.py --differential: restore the documented scope; C3 filter now opt-in The leaf filter applied C3 unconditionally (solve.py:1753, 'mean_complement_distance(seq) <= kw_comp_dist'), so the collected population was C1+C2+C3+C4+C5. Re-running --differential therefore reproduced a CEILING artifact -- King Wen is at the C3 ceiling BY CONSTRUCTION in that population -- rather than the published 3.9t [...truncated]
GIT-341a3fd8	2026-07-22	C3	consistency	git	d38ea6a6	-	C3 scope-consistency sweep: one scope for the 3.9% figure + exact null baseline The 3.9th-percentile complement-distance figure carried FOUR incompatible scope labels across seven locations ('within C1-satisfying', 'Rules 1-2', 'all Rule 1-6 solutions', 'Rules 1-5'). Established scope, re-verified from four independent lines: C1+C2+C4+C5 -- every constraint except C3 itself (the solve.py different [...truncated]
GIT-2eebef43	2026-07-22	C1	withdraw	git	4059fd5d	-	TR-11 v1.10: withdraw exact-C3 cost figures; flag multiplier/footprint as provisional Two corrections, both in the direction of claiming less. 1. COST FIGURES WITHDRAWN (operator direction). The '$1.5K-11K (central $3-4K)' band from v1.9 is removed rather than widened. The footprint multiplier and the wall-time band derive from the same entry-count scaling, so their uncertainties are cor [...truncated]
GIT-3b6be7a2	2026-07-22	C3	consistency	git	ebf533f7	-	verify.py: --check-layer-sidecars — sidecar identities + layer sha256 lineage chain The f1c5 per-layer sidecars (written for resume) are already most of a checkable certificate, and validating them needs NO layer-file read — so this costs nothing and works long after the campaign VM and its disk are gone. Per layer, the two load-bearing checks: * marginal_last_mass (by terminal pair) and margin [...truncated]
GIT-35dc35d9	2026-07-04	C1	retracted	git	3c9db955	-	Suite-wide consistency sweep: 3 more defects found and fixed; docs resynchronized with TR-11 v1.5-v1.8 TR-11 was revised eight times in one day and nothing had swept the documents that QUOTE it. This sweep found three genuine defects beyond the three already known (F-3, the §5 B0 coincidence, and the byte-identity staleness): 1. "FIRST exact count" MISATTRIBUTION (README.md, CLAIMS_DECIDED.md). B [...truncated]
GIT-2efd86b	2026-07-22	C3	consistency	git	0ad2df2a	-	Publish the f1c5 layer-file format spec; lean/README points at the v4-canonical-only files documentation/F1C5_LAYER_FORMAT.md: formal specification of the f1c5 out-of-core layer files + run manifest + intra-layer checkpoint. Written so an independent verifier can be built AGAINST THE SPEC rather than transcribed from solve.c -- the same two-step that made verify.py's C5 re-count meaningful, and th [...truncated]
GIT-388dcf6f	2026-07-22	C4	qualifier	git	ed13c36c	-	TR-11 v1.7: §10(vi) mathematical half closed (instrument half unchanged); §2 orbit-DP bookkeeping machine-checked The orbit-transfer argument -- the gather formulation with its inverse-element `last` mapping computing exact plain-DP values at canonical representatives, plus the stabilizer-weighted mass identity behind the runtime gate -- is now machine-checked in Lean at the MODEL level: orbit_tra [...truncated]
GIT-3177bdfe	2026-07-04	C3	corrections	git	f8b14284	-	TR-11 v1.5: publish the C3 = 16 + 8*G identity; correct the "structural obstruction" framing §10(ii) previously said C3 "poses an open structural obstruction ... no feasible exact design in hand." That was inaccurate. C3's complement-position distance sum collapses to a bounded scalar: C3 = 16 + 8*G, where G is the 12-couple slot-gap sum (G in [12,228]; C3 <= 776 iff G <= 95; King Wen on the bound [...truncated]
GIT-153d4d29	2026-07-21	C4	caveat	git	efabec35	-	TR-8 v1.6: pair-null figure made exact (retires F-31) The pair-only (C1) null is small enough to solve in closed form. Add solve.pair_null_gender_le2_exact() / pair_null_gender_distribution_exact(): exact rational P(rc4_violations <= 2) = 47/445740 = 1.054426e-4, replacing the sampled 10/100000 and its +-32% Poisson caveat (F-31) with a computed value. The DP aligns C1's 32 traditional pairs with [...truncated]
GIT-2e73d41	2026-07-21	C3	rounding	git	48e35429	-	F-20 probe: correct the estimator-"calibration accuracy" overstatement in TR-11 + DESCRIPTION_LENGTH A cheap probe (recover the unrounded estimator outputs) found the full-precision estimator values were never recorded — only the rounded 7.571e41 / 1.0971e39. Direct arithmetic then showed the published "deviations" 5.5e-5 and 4.4e-5 are exactly (rounded estimate - exact)/exact: the distance from e [...truncated]
GIT-1dd50382	2026-07-11	C3	rounding	git	fb56e0cc	-	F-22: re-anchor the wave-2 pre-registration on the PUBLIC record; drop the private-repo dependency A private-repository timestamp is worthless as evidence to an external reviewer who can never access that repo, so citing it as the anti-HARKing guarantee was never a real reproducibility story. This closes F-22 by grounding every load-bearing claim in the public record, with zero dependence on the p [...truncated]
GIT-1435ea10	2026-07-21	C2	scope note	git	dfb6b93f	-	Adversarial review remediation: framing/calibration batch + F-46 factual correction + reproducibility Nineteen framing/calibration findings from the TR adversarial-review catalog, plus fixes from an independent Fable review of this batch, plus a factual correction the review surfaced. FRAMING/CALIBRATION (F-2, F-10, F-14a, F-17, F-21, F-23, F-30, F-31, F-32, F-34, F-36, F-40, F-41, F-42, F-45, F- [...truncated]
GIT-24f5e58c	2026-07-20	C4	qualification	git	75a0d9fd	-	TR-2 v1.15: write §2-4 section bodies (F-8, operator-directed) §2 Method — the pair-structure space and why it is the literature's own assumption rather than a tractability convenience; what a SAT solver actually decides and why UNSAT is the stronger answer (a claim about ~1e38 objects no enumeration could establish); what a DRAT certificate is and why it takes us out of the trust chain entirely; [...truncated]
GIT-1a4776d9	2026-07-20	C3	rounding	git	4518167d	-	TR-4 v1.11: calibrate the estimator against exact ground truth (foothold F14) Until 2026 the estimator's error bars were self-reported — an internal variance estimate with no external check at full scale. Two constraint layers have since been computed exactly by the TR-11 symmetry-quotient DP, which makes them ground truth. Consolidated into a per-layer table, since the comparison was previously s [...truncated]
GIT-a2200ea	2026-07-20	C3	corrected	git	dc906430	-	TR-2 v1.14: the four-class calibration vetoed the verdict — publish the negative The frozen design put a synthetic-draw confusability gate ahead of any KW-facing integration, precisely so an unreliable verdict could be stopped before it was computed. That gate has now run, and it stopped one. M_G — the greedy-builder class, which is exactly the rival adversarial-review item F-43 says was never te [...truncated]
